SensorName,FrameIndex,Theta,Phi
Hips,1,0,0
LeftFinger4Distal,1610,0,8609698,0,9869617
LeftFinger4Tip,1610,0,8609697,0,9869616
LeftFinger5Metacarpal,1610,0,9525303,0,9456659
LeftFinger5Proximal,1610,-2,561224,1,344694
LeftFinger5Medial,1610,0,6010549,1,344695
LeftFinger5Distal,1610,-2,529172,1,344694
LeftFinger5Tip,1610,-2,529172,1,344694
Neck,1610,-1,028136,-0,007215748
Head,1610,-1,234882,-0,05522795
HeadTip,1610,-1,234882,-0,05522795
RightShoulder,1610,-0,01868388,-0,01331667
RightArm,1610,-1,191502,-0,6288005
RightForeArm,1610,-1,55641,0,3503892
RightHand,1610,-1,63567,0,6452396
RightFinger1Metacarpal,1610,-2,4895,1,115328
RightFinger1Proximal,1610,0,6869538,1,073766
RightFinger1Distal,1610,-2,480101,1,109562
RightFinger1Tip,1610,-2,480102,1,109562
RightFinger2Metacarpal,1610,1,406782,0,8163876
RightFinger2Proximal,1610,1,413018,0,9341406
RightFinger2Medial,1610,-1,758751,0,9341416
RightFinger2Distal,1610,1,364464,0,9341431
RightFinger2Tip,1610,1,364464,0,9341425
RightFinger3Metacarpal,1610,-1,635671,0,6452399
RightFinger3Proximal,1610,1,677227,0,4507972
RightFinger3Medial,1610,-1,532946,0,4507974
RightFinger3Distal,1610,1,57047,0,4507979
RightFinger3Tip,1610,1,57047,0,4507979
RightFinger4Metacarpal,1610,-1,54638,0,4733106
RightFinger4Proximal,1610,1,749112,0,1922853
RightFinger4Medial,1610,-1,438719,0,1922857
RightFinger4Distal,1610,1,676216,0,1922866
RightFinger4Tip,1610,1,676216,0,1922864
RightFinger5Metacarpal,1610,-1,465597,0,3009502
RightFinger5Proximal,1610,2,009073,-0,3212585
RightFinger5Medial,1610,-1,179174,-0,3212588
RightFinger5Distal,1610,1,936141,-0,3212587
RightFinger5Tip,1610,1,936141,-0,3212587
Hips,1906,0,0
LeftThigh,1906,0,7796088,1,522243
LeftShin,1906,0,7573614,1,295067
LeftFoot,1906,-1,602414,0,09198583
LeftToe,1906,-1,60252,0,09198573
LeftToeTip,1906,-1,60252,0,09198573
RightThigh,1906,-0,7765493,-1,497258
RightShin,1906,-0,7354274,-1,289302
RightFoot,1906,-1,478032,-0,1671037
RightToe,1906,-1,478094,-0,1671036
RightToeTip,1906,-1,478094,-0,1671036
Spine1,1906,1,540395,0,006401561
Spine2,1906,1,540398,0,01282656
Spine3,1906,1,540395,0,0192858
Spine4,1906,1,540395,0,0192858
LeftShoulder,1906,-0,2133444,-0,08631392
LeftArm,1906,0,7515758,1,389625
LeftForeArm,1906,1,004376,0,2932519
LeftHand,1906,1,188023,0,3769686
LeftFinger1Metacarpal,1906,1,980189,-0,562144
LeftFinger1Proximal,1906,1,911996,-0,3891931
LeftFinger1Distal,1906,1,920976,-0,4126135
LeftFinger1Tip,1906,1,920978,-0,4126145
LeftFinger2Metacarpal,1906,-1,864167,0,2056827
LeftFinger2Proximal,1906,1,299797,0,3504528
LeftFinger2Medial,1906,1,312804,0,3504508
LeftFinger2Distal,1906,1,320979,0,3504482
LeftFinger2Tip,1906,1,320978,0,3504498
LeftFinger3Metacarpal,1906,1,188023,0,3769685
LeftFinger3Proximal,1906,1,167484,0,5418907
LeftFinger3Medial,1906,1,191927,0,54189
LeftFinger3Distal,1906,1,206197,0,5418897
LeftFinger3Tip,1906,1,206197,0,5418898
LeftFinger4Metacarpal,1906,1,104002,0,547763
LeftFinger4Proximal,1906,1,0432,0,7156992
LeftFinger4Medial,1906,1,083689,0,7156995
LeftFinger4Distal,1906,1,105189,0,7156994
LeftFinger4Tip,1906,1,105189,0,7156996
LeftFinger5Metacarpal,1906,1,024806,0,7176738
LeftFinger5Proximal,1906,-2,332434,1,381702
LeftFinger5Medial,1906,0,8250391,1,381703
LeftFinger5Distal,1906,-2,308169,1,381704
LeftFinger5Tip,1906,-2,308169,1,381705
Neck,1906,-1,054406,0,01420182
Head,1906,-1,274619,0,004481007
HeadTip,1906,-1,274619,0,004481007
RightShoulder,1906,0,1039972,0,08894295
RightArm,1906,-1,040891,-0,9026487
RightForeArm,1906,-1,38824,0,01994953
RightHand,1906,-1,560268,0,2475617
RightFinger1Metacarpal,1906,-2,301518,1,085485
RightFinger1Proximal,1906,0,8818448,0,9472464
RightFinger1Distal,1906,-2,253931,0,9302005
RightFinger1Tip,1906,-2,253932,0,9302002
RightFinger2Metacarpal,1906,1,494477,0,4217441
RightFinger2Proximal,1906,1,464799,0,281558
RightFinger2Medial,1906,-1,688505,0,2815601
RightFinger2Distal,1906,1,445642,0,2815622
RightFinger2Tip,1906,1,445642,0,2815617
RightFinger3Metacarpal,1906,-1,560268,0,2475619
RightFinger3Proximal,1906,1,640683,0,06497254
RightFinger3Medial,1906,-1,532856,0,06497337
RightFinger3Distal,1906,1,591525,0,06497451
RightFinger3Tip,1906,1,591525,0,06497452
RightFinger4Metacarpal,1906,-1,477485,0,07335499
RightFinger4Proximal,1906,1,768372,-0,1414105
RightFinger4Medial,1906,-1,428501,-0,1414107
RightFinger4Distal,1906,1,687748,-0,1414096
RightFinger4Tip,1906,1,687748,-0,1414095
RightFinger5Metacarpal,1906,-1,398366,-0,1008629
RightFinger5Proximal,1906,2,115178,-0,7299507
RightFinger5Medial,1906,-1,091541,-0,7299517
